#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"Path","ClientComputerName","ClientUserName"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\Metering\miscbill\database\incoming","10.17.242.40","UK\hutchesk"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\OUT\2019\10\D0052001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\IN\2019\10\CDJ","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW","10.210.112.137","UK\doshik"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\OUT\2019\10\D0055001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0011001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0262001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\EDI\SFED7542\PremierData\Processing","10.65.160.100","UK\zz_sqlproxy-970"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\Metering\miscbill\database\incoming\HEADROOM","10.17.242.40","UK\hutchesk"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0279001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_SSS_PROD_04\SICLOPS_DATA\SICLOPS DATA\GASFORCE\AUTOGENERATEDCP12_FOLDER_3","10.64.194.202","UK\yatesk14"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0225002","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\OUT\2019\10\D0358001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_TAMIFTP_PROD_01\ftp\Virtuatel","10.65.168.197","UK\PRV-ali00m64"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\A0001001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0221001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\BGCE_INTERFACES","10.65.160.100","UK\zz_sqlproxy-970"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0041001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\Metering\miscbill\database\incoming\mdb-reps","10.210.112.137","UK\doshik"
"H:\Shares\BG_TAMIFTP_PROD_01\ftp","10.65.168.196","UK\PRV-ali00m64"
"H:\Shares\BG_BICHI_PROD_01\","10.65.160.100","UK\zz_sqlproxy-970"
"H:\Shares\BG_TAMIFTP_PROD_01\ftp\eformsOnline","10.65.168.196","UK\PRV-ali00m64"
"H:\Shares\BG_TAMIFTP_PROD_01\ftp\sap\prd\Outbound\conf","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\","10.19.84.65","UK\mharris2"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0001001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\OUT\2019\10\CNF","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\IN\2019\10\SAR","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_AUTOCEF_PROD_02\DONOTKNOCK\ICON_FILES","10.65.144.100","UK\zz_autocef-proxy"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0313001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_TAMIFTP_PROD_01\ftp\Virtuatel\Archive","10.65.168.197","UK\PRV-ali00m64"
"H:\Shares\BG_MeterEx_PROD_01\G4S_FTP_Data\In","10.210.115.95","UK\s8404535"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0313001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\OUT\2019\09\UMR","10.105.18.59","UK\dassuz"
"H:\Shares\BG_TAMIFTP_PROD_01\ftp\zz_IGT\ObjectionFiles","10.65.144.100","UK\zz_autocef-proxy"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0279001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BGBPLINE_PROD_01\STORETEXT","10.109.6.20","UK\G_BGBP_prd"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0018001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\EDI\SFED7542","10.65.160.100","UK\zz_sqlproxy-970"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0010002","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0125001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_AUTOCEF_PROD_02\DONOTKNOCK","10.65.144.100","UK\zz_autocef-proxy"
"H:\Shares\BG_TAMIFTP_PROD_01\ftp\SSIS","10.65.168.196","UK\PRV-pichaipa"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY","10.210.115.95","UK\s8404535"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\IN\2019\10\CNS","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0204002","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\OUT\2019\10\UPD","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_TAMIFTP_PROD_01\FTP\SSIS","10.65.168.196","UK\PRV-saravaa3"
"H:\Shares\BG_BICHI_PROD_01\","10.65.160.100","UK\zz_sqlproxy-970"
"H:\Shares\BG_BICHI_PROD_01\SAP\MERGED\FILES\CHI\SFPO7523","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_FILE_ACHIVING\CGI_LOGICA\IN","10.110.136.21","UK\ZZ_MFT_EFT"
"H:\Shares\BG_TAMIFTP_PROD_01\","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BGBPLINE_PROD_01\","10.109.6.30","UK\zz_patrol_sdt2"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\OUT\2019\10\D0305001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\OUT\2019\10\MAM","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\IN\2019\10\RRJ","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\EDI","10.65.160.100","UK\zz_sqlproxy-970"
"H:\Shares\BG_BGBPLINE_PROD_01\ZBB","10.109.6.20","UK\G_BGBP_prd"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\OUT\2019\10\D0205001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0352001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\IN\2019\10\RNA","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\IN\2019\10\CDJ","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\","10.65.160.100","UK\zz_sqlproxy-970"
"H:\Shares\BG_BICHI_PROD_01\","10.65.168.196","UK\PRV-pichaipa"
"H:\Shares\BG_BICHI_PROD_01\sap","10.65.160.100","UK\zz_sqlproxy-970"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0019001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0041001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_SSS_PROD_04\Siclops_data\Siclops Data\Gasforce\Orders","10.64.194.202","UK\allisos3"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0150001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\OUT\2019\10\D0055001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0010002","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\INTERNAL\2019\10\B0007001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0125001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_TAMIFTP_PROD_01\FTP\VIRTUATEL","10.65.168.196","UK\PRV-saravaa3"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\Metering\MDB\Out\b0016","10.210.115.95","UK\s8404535"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\OUT\2019\10\D0064001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0352001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BGBPLINE_PROD_01\STORETEXT","10.109.6.20","UK\G_BGBP_prd"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\OUT\2019\10\D0052001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\BGCE_Interfaces\EDI\SFED7542\XSD","10.65.160.100","UK\zz_sqlproxy-970"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0150001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\SAP","10.65.160.100","UK\zz_sqlproxy-970"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\IN\2019\10\QSA","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0019001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\IN","10.105.18.59","UK\dassuz"
"H:\Shares\BG_AUTOCEF_PROD_02\EXTERNALSQLCONFIGPATH","10.65.144.100","UK\zz_autocef-proxy"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0019001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0204002","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\IN\2019\10\SAR","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\BGCE_INTERFACES\EDI\SFED7542\PremierData\In","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0352001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\Metering\MDB\Out\b0016","10.210.115.95","UK\s8404535"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\OUT\2019\10\D0064001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0149001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0381001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\IN\2019\10\DEL","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\OUT\2019\10\D0205001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\OUT\2019\10\SQ9","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_SSS_PROD_04\SICLOPS_DATA\SICLOPS DATA\GASFORCE\AUTOGENERATEDCP12_FOLDER_3","10.64.194.203","UK\bailel19"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0262001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_TAMIFTP_PROD_01\D0300\InboundFiles\temp","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0019001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\IN\2019\10\RRJ","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\EDI\SFED7542\XSD","10.65.160.100","UK\zz_sqlproxy-970"
"H:\Shares\BG_AUTOCEF_PROD_02\TAMI\FTP","10.65.144.100","UK\zz_autocef-proxy"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\OUT\2019\10\ONA","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0225002","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0011001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_TAMIFTP_PROD_01\FTP\SSIS\SAS ETL","10.65.168.196","UK\PRV-saravaa3"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0030001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0368001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0150001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\OUT\2019\10\D0190001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\EDI","10.65.160.100","UK\zz_sqlproxy-970"
"H:\Shares\BG_BICHI_PROD_01\EDI\SFED7542\PREMIERDATA","10.65.160.100","UK\zz_sqlproxy-970"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0242001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_AUTOCEF_PROD_02\TAMI\SSISLETTER\SSIS\CANCELLATIONS","10.65.144.100","UK\zz_autocef-proxy"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0215001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\IN\2019\10\RNA","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\OUT\2019\10\D0190001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0242001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\","10.65.160.100","UK\zz_sqlproxy-970"
"H:\Shares\BG_TAMIFTP_PROD_01\ftp\sap\pre-prod\inbound","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0221001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0139001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\EDI\SFED7542\PremierData","10.65.160.100","UK\zz_sqlproxy-970"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0262001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\EDI","10.65.160.100","UK\zz_sqlproxy-970"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0368001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0149001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0139001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0262001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\Metering\miscbill\database\incoming","10.17.242.40","UK\hutchesk"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\OUT\2019\10\D0190A","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_SSS_PROD_04\Siclops_data\Siclops Data\Gasforce\Jobsheets","10.64.194.200","UK\mccorma2"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0368001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\BGCE_Interfaces\EDI\SFED7542\PremierData","10.65.160.100","UK\zz_sqlproxy-970"
"H:\Shares\BG_BICHI_PROD_01\EDI\SFED7542\PremierData\In","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving","10.110.136.12","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGB\IN\2019\10\D0215001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\A0002001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY","10.210.115.95","UK\s8404535"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0010002","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0149001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\IN","10.105.18.59","UK\dassuz"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0139001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\EDI\SFED7542\PREMIERDATA","10.65.160.100","UK\zz_sqlproxy-970"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0225002","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\IN\2019\10\D0030001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\Metering\miscbill\database\incoming\mdb-reps","10.210.112.137","UK\doshik"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0301002","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\OUT\2019\10\SQ9","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_AUTOCEF_PROD_02\TAMI\ftp\STAR_MIReports_PDQ","10.65.144.100","UK\zz_autocef-proxy"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0368001","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\OUT\2019\10\D0358001","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\EDI\SFED7542\PremierData\Files","10.65.160.100","UK\zz_sqlproxy-970"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0126001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\OUT\2019\10\SQ1","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0381001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\OUT\2019\10\CNF","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\GAS\OUT\2019\10\SQ5","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_SSS_PROD_04\Siclops_data\Siclops Data\PCL\Quotes","10.64.194.202","UK\allisos3"
"G:\Shares\BG_MRKTFLOW_PROD_01\ELECTRICITY\BGR\OUT\2019\10\D0135002","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_SSS_PROD_04\SICLOPS_DATA\SICLOPS DATA\PCL\QUOTES","10.64.194.198","UK\woodgerj"
"H:\Shares\BG_BICHI_PROD_01\sap\SFPO7523\XSD","10.65.160.100","UK\zz_sqlproxy-970"
"F:\Shares\BG_NA23_PROD_01\BG_FILE_ACHIVING\CGI_LOGICA\IN","10.110.136.12","UK\ZZ_MFT_EFT"
"H:\Shares\BG_TAMIFTP_PROD_01\","10.65.144.102","UK\PRV-davidd4"
"G:\Shares\BG_MRKTFLOW_PROD_01\GAS\OUT\2019\10\SQ5","10.110.136.22","UK\ZZ_MFT_EFT"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\IN\2019\10\D0300001","10.110.136.22","UK\ZZ_MFT_EFT"
"G:\Shares\BG_MRKTFLOW_PROD_01\","10.19.84.65","UK\mharris2"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGB\IN\2019\10\D0225002","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\","10.65.160.100","UK\zz_sqlproxy-970"
"H:\Shares\BG_AUTOCEF_PROD_02\TAMI\SSISLETTER\SSIS","10.65.144.100","UK\zz_autocef-proxy"
"F:\Shares\BG_NA23_PROD_01\BG_File_Achiving\MARKETFLOW\ELECTRICITY\BGR\OUT\2019\10\D0135002","10.110.136.22","UK\ZZ_MFT_EFT"
"H:\Shares\BG_BICHI_PROD_01\","10.65.160.100","UK\zz_sqlproxy-970"
